"V2" "V3" "V4" "location" "arm"
"RNF167" "chr17" 4843303 4848517 "17p13.2" "p"
"PFN1" "chr17" 4848947 4852356 "17p13.2" "p"
"SPAG7" "chr17" 4862521 4871167 "17p13.2" "p"
"KIF1C" "chr17" 4901243 4931696 "17p13.2" "p"
"RABEP1" "chr17" 5185558 5289129 "17p13.2" "p"
"NUP88" "chr17" 5264258 5323480 "17p13.2" "p"
"RPAIN" "chr17" 5322961 5336196 "17p13.2" "p"
"CTC-524C5.2" "chr17" 5328459 5336196 NA "q"
"C1QBP" "chr17" 5336097 5352150 "17p13.2" "p"
"DHX33" "chr17" 5344232 5372380 "17p13.2" "p"
"DERL2" "chr17" 5374571 5390131 "17p13.2" "p"
"MIS12" "chr17" 5389605 5394134 "17p13.2" "p"
"TXNDC17" "chr17" 6544078 6547861 "17p13.1" "p"
"MED31" "chr17" 6546635 6554954 "17p13.1" "p"
"XAF1" "chr17" 6658766 6678966 "17p13.1" "p"
"ACADVL" "chr17" 7120444 7128592 "17p13.1" "p"
"DVL2" "chr17" 7128660 7137864 "17p13.1" "p"
"PHF23" "chr17" 7138347 7143041 "17p13.1" "p"
"GABARAP" "chr17" 7143333 7146089 "17p13.1" "p"
"CTDNEP1" "chr17" 7146910 7155810 "17p13.1" "p"
"ELP5" "chr17" 7154735 7163259 "17p13.1" "p"
"CLDN7" "chr17" 7163222 7167302 "17p13.1" "p"
"EIF5A" "chr17" 7210318 7215774 "17p13.1" "p"
"GPS2" "chr17" 7214643 7218883 "17p13.1" "p"
"TMEM256" "chr17" 7306294 7307456 "17p13.1" "p"
"POLR2A" "chr17" 7387685 7417933 "17p13.1" "p"
"EIF4A1" "chr17" 7476024 7482323 "17p13.1" "p"
"CD68" "chr17" 7482785 7485429 "17p13.1" "p"
"MPDU1" "chr17" 7486847 7496107 "17p13.1" "p"
"FXR2" "chr17" 7494548 7518189 "17p13.1" "p"
"SAT2" "chr17" 7529552 7531194 "17p13.1" "p"
"TP53" "chr17" 7565097 7590856 "17p13.1" "p"
"KDM6B" "chr17" 7743222 7758114 "17p13.1" "p"
"LSMD1" "chr17" 7760003 7788556 NA "q"
"CHD3" "chr17" 7788124 7816078 "17p13.1" "p"
"TRAPPC1" "chr17" 7833663 7835441 "17p13.1" "p"
"PER1" "chr17" 8043790 8059824 "17p13.1" "p"
"VAMP2" "chr17" 8062467 8066864 "17p13.1" "p"
"TMEM107" "chr17" 8076555 8079717 "17p13.1" "p"
"AURKB" "chr17" 8108056 8113918 "17p13.1" "p"
"RANGRF" "chr17" 8191815 8193410 "17p13.1" "p"
"RPL26" "chr17" 8280838 8286531 "17p13.1" "p"
"NDEL1" "chr17" 8316449 8393729 "17p13.1" "p"
"STX8" "chr17" 9153788 9479908 "17p13.1" "p"
"SCO1" "chr17" 10583654 10601692 "17p13.1" "p"
"LINC00675" "chr17" 10698230 10707416 NA "q"
"MAP2K4" "chr17" 11924141 12047147 "17p12" "p"
"ELAC2" "chr17" 12895708 12921504 "17p12" "p"
"COX10" "chr17" 13972813 14111994 "17p12" "p"
"PMP22" "chr17" 15133095 15168643 "17p12" "p"
"TRIM16" "chr17" 15531274 15587625 "17p12" "p"
"ADORA2B" "chr17" 15848231 15879060 "17p12" "p"
"ZSWIM7" "chr17" 15879874 15903031 "17p12" "p"
"TTC19" "chr17" 15902694 15948329 "17p12" "p"
"NCOR1" "chr17" 15932471 16121499 "17p12-p11.2" "p"
"PIGL" "chr17" 16120505 16252115 "17p11.2" "p"
"CENPV" "chr17" 16245848 16256970 "17p11.2" "p"
"UBB" "chr17" 16284112 16286059 "17p11.2" "p"
"C17orf76-AS1" "chr17" 16342136 16381992 NA "q"
"MPRIP" "chr17" 16945859 17120993 "17p11.2" "p"
"FLCN" "chr17" 17115526 17140502 "17p11.2" "p"
"COPS3" "chr17" 17150141 17184607 "17p11.2" "p"
"RASD1" "chr17" 17397751 17399709 "17p11.2" "p"
"PEMT" "chr17" 17408877 17495022 "17p11.2" "p"
"SREBF1" "chr17" 17713713 17740325 "17p11.2" "p"
"TOM1L2" "chr17" 17746828 17875736 "17p11.2" "p"
"ATPAF2" "chr17" 17880723 17942523 "17p11.2" "p"
"DRG2" "chr17" 17991200 18011285 "17p11.2" "p"
"ALKBH5" "chr17" 18086392 18113268 "17p11.2|17p11.2" "p"
"FLII" "chr17" 18148150 18162230 "17p11.2" "p"
"SHMT1" "chr17" 18231187 18266856 "17p11.2" "p"
"TVP23B" "chr17" 18684308 18710027 "17p11.2" "p"
"PRPSAP2" "chr17" 18743398 18834581 "17p11.2" "p"
"FAM83G" "chr17" 18872102 18908117 "17p11.2" "p"
"EPN2" "chr17" 19118928 19240028 "17p11.2" "p"
"B9D1" "chr17" 19240867 19281495 "17p11.2" "p"
"ALDH3A2" "chr17" 19551449 19580911 "17p11.2" "p"
"ALDH3A1" "chr17" 19641297 19652256 "17p11.2" "p"
"SPECC1" "chr17" 19912657 20222339 "17p11.2" "p"
"USP22" "chr17" 20902910 20947073 "17p11.2" "p"
"DHRS7B" "chr17" 21026677 21096578 "17p11.2" "p"
"TMEM11" "chr17" 21100593 21117937 "17p11.2" "p"
"MAP2K3" "chr17" 21187984 21218552 "17p11.2" "p"
"MTRNR2L1" "chr17" 22022437 22023991 "17p11.2" "p"
"WSB1" "chr17" 25621102 25640657 "17q11.1" "q"
"LGALS9" "chr17" 25956824 25976586 "17q11.2" "q"
"TMEM97" "chr17" 26646121 26655707 "17q11.2" "q"
"IFT20" "chr17" 26655352 26662515 "17q11.2" "q"
"TNFAIP1" "chr17" 26662628 26674035 "17q11.2" "q"
"POLDIP2" "chr17" 26673659 26684545 "17q11.2" "q"
"TMEM199" "chr17" 26684604 26708716 "17q11.2" "q"
"UNC119" "chr17" 26873725 26879686 "17q11.2" "q"
"PIGS" "chr17" 26880401 26898890 "17q11.2" "q"
"ALDOC" "chr17" 26900133 26904282 "17q11.2" "q"
"KIAA0100" "chr17" 26941458 26972472 "17q11.2" "q"
"SDF2" "chr17" 26975374 26989207 "17q11.2" "q"
"SUPT6H" "chr17" 26989109 27029697 "17q11.2" "q"
"RPL23A" "chr17" 27046411 27051377 "17q11.2" "q"
"TLCD1" "chr17" 27051366 27054953 "17q11.2" "q"
"TRAF4" "chr17" 27071002 27077974 "17q11.2" "q"
"FAM222B" "chr17" 27082996 27182250 "17q11.2" "q"
"ERAL1" "chr17" 27181956 27188085 "17q11.2" "q"
"FLOT2" "chr17" 27206353 27224697 "17q11.2" "q"
"NUFIP2" "chr17" 27582854 27621136 "17q11.2" "q"
"TAOK1" "chr17" 27717482 27878922 "17q11.2" "q"
"TP53I13" "chr17" 27893070 27900175 "17q11.2" "q"
"GIT1" "chr17" 27900487 27921072 "17q11.2" "q"
"SSH2" "chr17" 27952956 28257294 "17q11.2" "q"
"NSRP1" "chr17" 28442539 28513493 "17q11.2" "q"
"BLMH" "chr17" 28575218 28619074 "17q11.2" "q"
"CPD" "chr17" 28705923 28797007 "17q11.2" "q"
"GOSR1" "chr17" 28804380 28854610 "17q11.2" "q"
"TEFM" "chr17" 29224354 29233838 "17q11.2" "q"
"RNF135" "chr17" 29295803 29326929 "17q11.2" "q"
"NF1" "chr17" 29421945 29709134 "17q11.2" "q"
"RAB11FIP4" "chr17" 29718642 29865236 "17q11.2" "q"
"COPRS" "chr17" 30178883 30186356 "17q11.2" "q"
"UTP6" "chr17" 30187923 30228784 "17q11.2" "q"
"SUZ12" "chr17" 30264037 30328064 "17q11.2" "q"
"RHOT1" "chr17" 30469473 30580393 "17q11.2" "q"
"C17orf75" "chr17" 30651584 30677042 "17q11.2" "q"
"ZNF207" "chr17" 30677136 30708905 "17q11.2" "q"
"PSMD11" "chr17" 30771279 30810336 "17q11.2" "q"
"MYO1D" "chr17" 30819540 31204195 "17q11.2" "q"
"TMEM98" "chr17" 31254928 31272124 "17q11.2" "q"
"ZNF830" "chr17" 33288549 33290205 "17q12" "q"
"LIG3" "chr17" 33307513 33332083 "17q12" "q"
"RFFL" "chr17" 33333009 33416338 "17q12" "q"
"NLE1" "chr17" 33455772 33469334 "17q12" "q"
"RP11-1094M14.11" "chr17" 33895139 33901811 NA "q"
"AP2B1" "chr17" 33905065 34053436 "17q12" "q"
"MMP28" "chr17" 34083268 34122711 "17q12" "q"
"TAF15" "chr17" 34136459 34191619 "17q12" "q"
"CCL15" "chr17" 34323476 34329084 "17q12" "q"
"CCL3" "chr17" 34415602 34417515 "17q12" "q"
"CCL4" "chr17" 34430983 34433014 "17q12" "q"
"CCL3L3" "chr17" 34522268 34524157 "17q12" "q"
"CCL4L2" "chr17" 34639793 34641846 "17q12" "q"
"ZNHIT3" "chr17" 34842473 34855154 "17q12" "q"
"MYO19" "chr17" 34851477 34899284 "17q12" "q"
"GGNBP2" "chr17" 34900737 34946278 "17q12" "q"
"DHRS11" "chr17" 34948228 34957235 "17q12" "q"
"AATF" "chr17" 35306175 35414171 "17q12" "q"
"ACACA" "chr17" 35441923 35766909 "17q12" "q"
"DUSP14" "chr17" 35849937 35873603 "17q12" "q"
"SYNRG" "chr17" 35874900 35969544 "17q12" "q"
"DDX52" "chr17" 35969787 36003493 "17q12" "q"
"HNF1B" "chr17" 36046435 36105237 "17q12" "q"
"MRPL45" "chr17" 36452989 36479101 "17q12" "q"
"MLLT6" "chr17" 36861795 36886056 "17q12" "q"
"CISD3" "chr17" 36886488 36891297 "17q12" "q"
"PCGF2" "chr17" 36890150 36906070 "17q12" "q"
"PSMB3" "chr17" 36908989 36920484 "17q12" "q"
"CWC25" "chr17" 36956687 36981734 "17q12" "q"
"RPL23" "chr17" 37004118 37010096 "17q12" "q"
"LASP1" "chr17" 37026112 37078023 "17q12" "q"
"RPL19" "chr17" 37356536 37360980 "17q12" "q"
"FBXL20" "chr17" 37415384 37558776 "17q12" "q"
"MED1" "chr17" 37560538 37607539 "17q12" "q"
"CDK12" "chr17" 37617764 37721160 "17q12" "q"
"PPP1R1B" "chr17" 37782993 37792879 "17q12" "q"
"STARD3" "chr17" 37793318 37819737 "17q12" "q"
"PGAP3" "chr17" 37827375 37853050 "17q12" "q"
"ERBB2" "chr17" 37844167 37886679 "17q12" "q"
"MIEN1" "chr17" 37884749 37887040 "17q12" "q"
"GRB7" "chr17" 37894180 37903544 "17q12" "q"
"GSDMB" "chr17" 38060848 38076107 "17q21.1" "q"
"ORMDL3" "chr17" 38077294 38083854 "17q21.1" "q"
"PSMD3" "chr17" 38137050 38154213 "17q21.1" "q"
"MED24" "chr17" 38175350 38217468 "17q21.1" "q"
"THRA" "chr17" 38214543 38250120 "17q21.1" "q"
"NR1D1" "chr17" 38249040 38256978 "17q21.1" "q"
"MSL1" "chr17" 38278551 38293042 "17q21.1" "q"
"CASC3" "chr17" 38296571 38328436 "17q21.1" "q"
"RAPGEFL1" "chr17" 38333263 38351908 "17q21.1" "q"
"WIPF2" "chr17" 38375556 38440388 "17q21.2" "q"
"CDC6" "chr17" 38443885 38459171 "17q21.2" "q"
"RARA" "chr17" 38465444 38513094 "17q21.2" "q"
"TOP2A" "chr17" 38544768 38574202 "17q21.2" "q"
"IGFBP4" "chr17" 38599702 38613983 "17q21.2" "q"
"TNS4" "chr17" 38632080 38657849 "17q21.2" "q"
"SMARCE1" "chr17" 38781214 38804760 "17q21.2" "q"
"KRT10" "chr17" 38974369 38978847 "17q21.2" "q"
"TMEM99" "chr17" 38975358 38992522 "17q21.2" "q"
"KRT20" "chr17" 39032193 39041479 "17q21.2" "q"
"KRT23" "chr17" 39078948 39093886 "17q21.2" "q"
"KRT15" "chr17" 39669995 39678781 "17q21.2" "q"
"KRT19" "chr17" 39679869 39684560 "17q21.2" "q"
"KRT16" "chr17" 39766030 39772151 "17q21.2" "q"
"KRT17" "chr17" 39775689 39781094 "17q21.2" "q"
"JUP" "chr17" 39775692 39943183 "17q21.2" "q"
"EIF1" "chr17" 39845137 39848920 "17q21.2" "q"
"FKBP10" "chr17" 39968932 39979465 "17q21.2" "q"
"NT5C3B" "chr17" 39981335 39992523 "17q21.2" "q"
"ACLY" "chr17" 40023161 40086795 "17q21.2" "q"
"CNP" "chr17" 40118759 40129749 "17q21.2" "q"
"DNAJC7" "chr17" 40128451 40173394 "17q21.2" "q"
"NKIRAS2" "chr17" 40163400 40177659 "17q21.2" "q"
"KAT2A" "chr17" 40265126 40273376 "17q21.2" "q"
"RAB5C" "chr17" 40276994 40307035 "17q21.2" "q"
"GHDC" "chr17" 40340817 40346531 "17q21.2" "q"
"STAT5B" "chr17" 40351186 40428725 "17q21.2" "q"
"STAT3" "chr17" 40465342 40540586 "17q21.2" "q"
"PTRF" "chr17" 40554470 40575535 NA "q"
"ATP6V0A1" "chr17" 40610862 40674629 "17q21.2" "q"
"NAGLU" "chr17" 40688190 40696467 "17q21.2" "q"
"HSD17B1" "chr17" 40701232 40707231 "17q21.2" "q"
"COASY" "chr17" 40713485 40718295 "17q21.2" "q"
"MLX" "chr17" 40719086 40725257 "17q21.2" "q"
"FAM134C" "chr17" 40731531 40762641 NA "q"
"TUBG1" "chr17" 40761694 40767252 "17q21.2" "q"
"VPS25" "chr17" 40925454 40931617 "17q21.2" "q"
"COA3" "chr17" 40947165 40950722 "17q21.2" "q"
"BECN1" "chr17" 40962152 40985367 "17q21.31" "q"
"PSME3" "chr17" 40976402 40995774 "17q21.31" "q"
"AARSD1" "chr17" 41102543 41116515 "17q21.31" "q"
"RUNDC1" "chr17" 41132582 41145707 "17q21.31" "q"
"RPL27" "chr17" 41150290 41154976 "17q21.31" "q"
"IFI35" "chr17" 41158742 41166473 "17q21.31" "q"
"VAT1" "chr17" 41166622 41177140 "17q21.31" "q"
"BRCA1" "chr17" 41196312 41277500 "17q21.31" "q"
"RP11-242D8.1" "chr17" 41316200 41322420 NA "q"
"NBR1" "chr17" 41322498 41363708 "17q21.31" "q"
"DHX8" "chr17" 41561233 41621831 "17q21.31" "q"
"ETV4" "chr17" 41605212 41656988 "17q21.31" "q"
"DUSP3" "chr17" 41843489 41856356 "17q21.31" "q"
"PYY" "chr17" 42030106 42081837 "17q21.31" "q"
"TMEM101" "chr17" 42088556 42101314 "17q21.31" "q"
"LSM12" "chr17" 42112003 42144987 "17q21.31" "q"
"G6PC3" "chr17" 42148103 42153709 "17q21.31" "q"
"HDAC5" "chr17" 42154114 42201070 "17q21.31" "q"
"TMUB2" "chr17" 42264338 42269099 "17q21.31" "q"
"ATXN7L3" "chr17" 42269173 42277481 "17q21.31" "q"
"UBTF" "chr17" 42282401 42298994 "17q21.31" "q"
"SLC25A39" "chr17" 42396993 42402238 "17q21.31" "q"
"GRN" "chr17" 42422614 42430470 "17q21.31" "q"
"GPATCH8" "chr17" 42472652 42580798 "17q21.31" "q"
"CCDC43" "chr17" 42750437 42767147 "17q21.31" "q"
"EFTUD2" "chr17" 42927311 42977030 "17q21.31" "q"
"DCAKD" "chr17" 43100708 43138473 "17q21.31" "q"
"NMT1" "chr17" 43128978 43186384 "17q21.31" "q"
"PLCD3" "chr17" 43186335 43210721 "17q21.31" "q"
"HEXIM1" "chr17" 43224684 43229468 "17q21.31" "q"
"CTD-2020K17.4" "chr17" 43322553 43326203 NA "q"
"ARHGAP27" "chr17" 43471275 43511787 "17q21.31" "q"
"PLEKHM1" "chr17" 43513266 43568115 "17q21.31" "q"
"KANSL1" "chr17" 44107282 44302733 "17q21.31" "q"
"KANSL1-AS1" "chr17" 44270942 44274089 "17q21.31" "q"
"NSF" "chr17" 44668035 44834830 "17q21.31" "q"
"GOSR2" "chr17" 45000483 45105003 "17q21.32" "q"
"CDC27" "chr17" 45195069 45266788 "17q21.32" "q"
"NPEPPS" "chr17" 45600308 45700642 "17q21.32" "q"
"KPNB1" "chr17" 45726842 45762871 "17q21.32" "q"
"OSBPL7" "chr17" 45884738 45899200 "17q21.32" "q"
"MRPL10" "chr17" 45900638 45908900 "17q21.32" "q"
"SCRN2" "chr17" 45915058 45918699 "17q21.32" "q"
"SP2" "chr17" 45973516 46006323 "17q21.32" "q"
"PNPO" "chr17" 46018872 46025654 "17q21.32" "q"
"PRR15L" "chr17" 46029333 46035244 "17q21.32" "q"
"CDK5RAP3" "chr17" 46045176 46059140 "17q21.32" "q"
"NFE2L1" "chr17" 46125691 46138849 "17q21.32" "q"
"CBX1" "chr17" 46147414 46178883 "17q21.32" "q"
"HOXB3" "chr17" 46626232 46682274 "17q21.32" "q"
"HOXB-AS3" "chr17" 46626992 46683776 "17q21.32" "q"
"HOXB5" "chr17" 46668619 46671323 "17q21.32" "q"
"HOXB6" "chr17" 46671639 46682354 "17q21.32" "q"
"HOXB7" "chr17" 46684594 46710934 "17q21.32" "q"
"HOXB8" "chr17" 46688739 46692478 "17q21.32" "q"
"HOXB9" "chr17" 46698518 46703839 "17q21.32" "q"
"RP11-357H14.17" "chr17" 46713285 46724385 NA "q"
"CTD-2377D24.6" "chr17" 46782360 46784708 NA "q"
"PRAC1" "chr17" 46799084 46799884 "17q21.32" "q"
"PRAC2" "chr17" 46800530 46802819 "17q21.32" "q"
"HOXB13" "chr17" 46802125 46806540 "17q21.32" "q"
"CALCOCO2" "chr17" 46908350 46943884 "17q21.32" "q"
"ATP5G1" "chr17" 46970127 46973233 NA "q"
"UBE2Z" "chr17" 46985731 47006418 "17q21.32" "q"
"SNF8" "chr17" 47006678 47022479 "17q21.32" "q"
"ZNF652" "chr17" 47366568 47439835 "17q21.32-q21.33" "q"
"PHB" "chr17" 47481414 47492246 "17q21.33" "q"
"SPOP" "chr17" 47676246 47755596 "17q21.33" "q"
"SLC35B1" "chr17" 47778305 47786376 "17q21.33" "q"
"KAT7" "chr17" 47865917 47906458 "17q21.33" "q"
"ITGA3" "chr17" 48133332 48167845 "17q21.33" "q"
"PDK2" "chr17" 48172101 48189516 "17q21.33" "q"
"PPP1R9B" "chr17" 48211104 48227991 "17q21.33" "q"
"COL1A1" "chr17" 48260650 48278993 "17q21.33" "q"
"TMEM92" "chr17" 48348767 48358844 "17q21.33" "q"
"MRPL27" "chr17" 48445218 48450575 "17q21.33" "q"
"LRRC59" "chr17" 48452420 48474914 "17q21.33" "q"
"ACSF2" "chr17" 48503519 48552206 "17q21.33" "q"
"RSAD1" "chr17" 48556161 48563336 "17q21.33" "q"
"EPN3" "chr17" 48609904 48621111 "17q21.33" "q"
"SPATA20" "chr17" 48620419 48633213 "17q21.33" "q"
"ABCC3" "chr17" 48712138 48769613 "17q21.33" "q"
"ANKRD40" "chr17" 48770551 48785285 "17q21.33" "q"
"LUC7L3" "chr17" 48796905 48833574 "17q21.33" "q"
"TOB1" "chr17" 48939584 48945339 "17q21.33" "q"
"SPAG9" "chr17" 49039535 49198226 "17q21.33" "q"
"NME1" "chr17" 49230897 49239789 "17q21.33" "q"
"NME2" "chr17" 49230951 49249105 "17q21.33" "q"
"MBTD1" "chr17" 49254786 49337524 "17q21.33" "q"
"UTP18" "chr17" 49337889 49375297 "17q21.33" "q"
"TOM1L1" "chr17" 52976748 53039310 "17q22" "q"
"COX11" "chr17" 53029263 53046146 "17q22" "q"
"MMD" "chr17" 53469974 53499353 "17q22" "q"
"PCTP" "chr17" 53828340 53920191 "17q22" "q"
"DGKE" "chr17" 54911460 54946036 "17q22" "q"
"TRIM25" "chr17" 54965270 54991399 "17q22" "q"
"COIL" "chr17" 55015548 55038415 "17q22" "q"
"AKAP1" "chr17" 55162453 55198710 "17q22" "q"
"MSI2" "chr17" 55333212 55762046 "17q22" "q"
"MRPS23" "chr17" 55916842 55927417 "17q22" "q"
"CUEDC1" "chr17" 55938604 56032684 "17q22" "q"
"VEZF1" "chr17" 56048910 56065620 "17q22" "q"
"SRSF1" "chr17" 56080721 56084707 "17q22" "q"
"DYNLL2" "chr17" 56160776 56172897 "17q22" "q"
"SUPT4H1" "chr17" 56422539 56430454 "17q22" "q"
"RNF43" "chr17" 56429861 56494956 "17q22" "q"
"MTMR4" "chr17" 56566898 56595266 "17q22" "q"
"RAD51C" "chr17" 56769934 56811703 "17q22" "q"
"TRIM37" "chr17" 57059999 57184282 "17q22" "q"
"SKA2" "chr17" 57187312 57232630 "17q22" "q"
"YPEL2" "chr17" 57409050 57479090 "17q22" "q"
"DHX40" "chr17" 57642886 57685706 "17q23.1" "q"
"CLTC" "chr17" 57697219 57773671 "17q23.1" "q"
"PTRH2" "chr17" 57751997 57784987 "17q23.1" "q"
"VMP1" "chr17" 57784553 57919616 "17q23.1" "q"
"RPS6KB1" "chr17" 57970447 58027925 "17q23.1" "q"
"RNFT1" "chr17" 58029601 58042122 "17q23.1" "q"
"CA4" "chr17" 58227297 58248260 "17q23.1" "q"
"APPBP2" "chr17" 58520520 58603580 "17q23.2" "q"
"PPM1D" "chr17" 58677544 58741849 "17q23.2" "q"
"NACA2" "chr17" 59667794 59668563 "17q23.2" "q"
"MED13" "chr17" 60019966 60142643 "17q23.2" "q"
"METTL2A" "chr17" 60501228 60527454 "17q23.2" "q"
"TLK2" "chr17" 60536019 60692842 "17q23.2" "q"
"CYB561" "chr17" 61509665 61523739 "17q23.3" "q"
"ACE" "chr17" 61562184 61599209 "17q23.3" "q"
"DCAF7" "chr17" 61627822 61671639 "17q23.3" "q"
"TACO1" "chr17" 61678231 61685725 "17q23.3" "q"
"CCDC47" "chr17" 61822610 61853711 "17q23.3" "q"
"DDX42" "chr17" 61850963 61896677 "17q23.3" "q"
"FTSJ3" "chr17" 61896793 61907372 "17q23.3" "q"
"PSMC5" "chr17" 61904512 61909379 "17q23.3" "q"
"SMARCD2" "chr17" 61909444 61920425 "17q23.3" "q"
"ERN1" "chr17" 62116502 62208179 "17q23.3" "q"
"TEX2" "chr17" 62224587 62340661 "17q23.3" "q"
"DDX5" "chr17" 62495734 62504317 "17q23.3" "q"
"CEP95" "chr17" 62502706 62538579 "17q23.3" "q"
"SMURF2" "chr17" 62538413 62658186 "17q23.3-q24.1" "q"
"GNA13" "chr17" 63006833 63052957 "17q24.1" "q"
"AXIN2" "chr17" 63524681 63557765 "17q24.1" "q"
"PRKCA" "chr17" 64298754 64806861 "17q24.2" "q"
"HELZ" "chr17" 65066554 65242105 "17q24.2" "q"
"PSMD12" "chr17" 65334032 65362743 "17q24.2" "q"
"PITPNC1" "chr17" 65373575 65693372 "17q24.2" "q"
"NOL11" "chr17" 65713949 65740647 "17q24.2" "q"
"BPTF" "chr17" 65821640 65980494 "17q24.2" "q"
"C17orf58" "chr17" 65987217 65989765 "17q24.2" "q"
"KPNA2" "chr17" 66031635 66042958 "17q24.2" "q"
"AMZ2" "chr17" 66243715 66253297 "17q24.2" "q"
"WIPI1" "chr17" 66417089 66453654 "17q24.2" "q"
"PRKAR1A" "chr17" 66507921 66547460 "17q24.2" "q"
"ABCA5" "chr17" 67240452 67323385 "17q24.3" "q"
"MAP2K6" "chr17" 67410839 67539472 "17q24.3" "q"
"SOX9" "chr17" 70117161 70122561 "17q24.3" "q"
"LINC00511" "chr17" 70319264 70636611 "17q24.3" "q"
"SLC39A11" "chr17" 70642088 71088851 "17q24.3-q25.1" "q"
"COG1" "chr17" 71189129 71204646 "17q25.1" "q"
"FAM104A" "chr17" 71203492 71232892 "17q25.1" "q"
"CDC42EP4" "chr17" 71279763 71308314 "17q25.1" "q"
"RPL38" "chr17" 72199721 72206794 "17q25.1" "q"
"GPRC5C" "chr17" 72420990 72447792 "17q25.1" "q"
"SLC9A3R1" "chr17" 72744791 72765492 "17q25.1" "q"
"NAT9" "chr17" 72766686 72772506 "17q25.1" "q"
"FDXR" "chr17" 72858619 72869156 "17q25.1" "q"
"HID1" "chr17" 72946838 72969261 "17q25.1" "q"
"CDR2L" "chr17" 72983727 73001895 "17q25.1" "q"
"ICT1" "chr17" 73008765 73017356 NA "q"
"ATP5H" "chr17" 73034958 73043080 NA "q"
"SLC16A5" "chr17" 73083822 73102257 "17q25.1" "q"
"ARMC7" "chr17" 73106047 73126360 "17q25.1" "q"
"NT5C" "chr17" 73126320 73127890 "17q25.1" "q"
"HN1" "chr17" 73131343 73164376 NA "q"
"SUMO2" "chr17" 73163408 73179078 "17q25.1" "q"
"NUP85" "chr17" 73201754 73231853 "17q25.1" "q"
"GGA3" "chr17" 73232694 73258444 "17q25.1" "q"
"MRPS7" "chr17" 73257755 73262454 "17q25.1" "q"
"MIF4GD" "chr17" 73262309 73267308 "17q25.1" "q"
"SLC25A19" "chr17" 73269073 73285591 "17q25.1" "q"
"GRB2" "chr17" 73314157 73401790 "17q25.1" "q"
"TSEN54" "chr17" 73512141 73520820 "17q25.1" "q"
"LLGL2" "chr17" 73521161 73571289 "17q25.1" "q"
"MYO15B" "chr17" 73584139 73622929 "17q25.1" "q"
"SMIM6" "chr17" 73642323 73644057 "17q25.1" "q"
"SAP30BP" "chr17" 73663196 73704142 "17q25.1" "q"
"ITGB4" "chr17" 73717408 73753899 "17q25.1" "q"
"GALK1" "chr17" 73747675 73761792 "17q25.1" "q"
"H3F3B" "chr17" 73772515 73781974 NA "q"
"UNK" "chr17" 73780681 73821886 "17q25.1" "q"
"UNC13D" "chr17" 73823306 73840798 "17q25.1" "q"
"WBP2" "chr17" 73841780 73852588 "17q25.1" "q"
"TRIM47" "chr17" 73870242 73874656 "17q25.1" "q"
"ACOX1" "chr17" 73937588 73975515 "17q25.1" "q"
"EVPL" "chr17" 74000583 74023533 "17q25.1" "q"
"SRP68" "chr17" 74035184 74068734 "17q25.1" "q"
"EXOC7" "chr17" 74077087 74117657 "17q25.1" "q"
"RNF157" "chr17" 74138534 74236454 "17q25.1" "q"
"UBALD2" "chr17" 74261283 74267375 "17q25.1" "q"
"PRPSAP1" "chr17" 74305567 74380602 "17q25.1" "q"
"UBE2O" "chr17" 74385532 74449288 "17q25.1" "q"
"RHBDF2" "chr17" 74466973 74497872 "17q25.1" "q"
"ST6GALNAC1" "chr17" 74620843 74639920 "17q25.1" "q"
"MXRA7" "chr17" 74668633 74707098 "17q25.1" "q"
"JMJD6" "chr17" 74708919 74722866 "17q25.1" "q"
"METTL23" "chr17" 74722912 74730018 "17q25.1" "q"
"SRSF2" "chr17" 74730197 74733456 "17q25.1" "q"
"MFSD11" "chr17" 74731947 74777531 "17q25.1-q25.2" "q"
"SEC14L1" "chr17" 75082798 75213179 "17q25.2-q25.3" "q"
"SEPT9" "chr17" 75276651 75496678 NA "q"
"TNRC6C" "chr17" 76000249 76104916 "17q25.3" "q"
"TMC6" "chr17" 76106539 76128488 "17q25.3" "q"
"TMC8" "chr17" 76126851 76139049 "17q25.3" "q"
"SYNGR2" "chr17" 76164639 76169608 "17q25.3" "q"
"TK1" "chr17" 76170160 76183314 "17q25.3" "q"
"AFMID" "chr17" 76183398 76203782 "17q25.3" "q"
"BIRC5" "chr17" 76210267 76221717 "17q25.3" "q"
"SOCS3" "chr17" 76352864 76356158 "17q25.3" "q"
"CYTH1" "chr17" 76670130 76778379 "17q25.3" "q"
"USP36" "chr17" 76783463 76837523 "17q25.3" "q"
"TIMP2" "chr17" 76849059 76921469 "17q25.3" "q"
"LGALS3BP" "chr17" 76967320 76976191 "17q25.3" "q"
"CANT1" "chr17" 76987799 77005949 "17q25.3" "q"
"ENGASE" "chr17" 77071021 77084681 "17q25.3" "q"
"CBX8" "chr17" 77765931 77775482 "17q25.3" "q"
"CBX4" "chr17" 77806955 77813228 "17q25.3" "q"
"TBC1D16" "chr17" 77906142 78009647 "17q25.3" "q"
"GAA" "chr17" 78075355 78093678 "17q25.3" "q"
"EIF4A3" "chr17" 78109013 78120982 "17q25.3" "q"
"RNF213" "chr17" 78234665 78372586 "17q25.3" "q"
"ENDOV" "chr17" 78388965 78411886 "17q25.3" "q"
"CHMP6" "chr17" 78965398 78983317 "17q25.3" "q"
"BAIAP2" "chr17" 79008948 79091232 "17q25.3" "q"
